match_id,team,name,battingStyle,bowlingStyle,playingRole,team1,team2,matchDate,stage,image,description
"T20I # 1843",Bangladesh,"Litton Das","Right hand Bat",,"Wicketkeeper Batter",Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"Liton Das is the first wicketkeeper-batsman in Bangladesh considered good enough to be a long-term successor to Mushfiqur Rahim. His domestic exploits for Abahani in the Dhaka Premier League and Rangpur Division in the National Cricket League in the 2014-15 season earned him recognition and later a call-up in the senior side for the Test against India in Fatullah in June 2015."
"T20I # 1877","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,"New Zealand",Pakistan,"2022-11-09 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1862","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,Ireland,"New Zealand","2022-11-04 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1858","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,England,"New Zealand","2022-11-01 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1850","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,"New Zealand","Sri Lanka","2022-10-29 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1846a","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,Afghanistan,"New Zealand","2022-10-26 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1839","New Zealand","Lockie Ferguson","Right hand Bat","Right arm Fast",Bowler,Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"A right-arm quick with a good bouncer, it is Lockie Ferguson's speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Ferguson's raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICC's team of the tournament alongside skipper Kane Williamson."
"T20I # 1871",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1859",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1852",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1848",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,India,Netherlands,"2022-10-27 00:00:00","Super 12",,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1843",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1835",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1830",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1825",Netherlands,"Logan van Beek","Right hand Bat","Right arm Medium fast",Bowler,Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,"Logan van Beek is an allrounder in more ways than one. As a cricketer, he compares his play to that of Shane Watson, he also represented New Zealand at the World Under-19 Basketball Championships in 2009, and he works as a sports coach. Named in the New Zealand squad for the Under-19 World Cup in 2010, van Beek is the grandson of Sammy Guillen, who played Test cricket for both West Indies and New Zealand.Cricinfo staff January 2010"
"T20I # 1862",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Ireland,"New Zealand","2022-11-04 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1855",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Australia,Ireland,"2022-10-31 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1849a",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Afghanistan,Ireland,"2022-10-28 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1846",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",England,Ireland,"2022-10-26 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1841",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Ireland,"Sri Lanka","2022-10-23 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1837",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Ireland,"West Indies","2022-10-21 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1833",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Ireland,Scotland,"2022-10-19 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1828",Ireland,"Lorcan Tucker","Right hand Bat",,"Wicketkeeper Batter",Ireland,Zimbabwe,"2022-10-17 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png",
"T20I # 1873",Zimbabwe,"Luke Jongwe","Right hand Bat","Right arm Fast medium",Bowler,India,Zimbabwe,"2022-11-06 00:00:00","Super 12",,
"T20I # 1859",Zimbabwe,"Luke Jongwe","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,
